Stock,Stock Name,Stock Long Name,Board,Sector
"=""0001""",SCOMNET,SUPERCOMNET TECHNOLOGIES BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0002""",KOTRA,KOTRA INDUSTRIES BHD,MAIN MARKET,HEALTH CARE
"=""0005""",UCREST,UCREST BERHAD,ACE MARKET,TECHNOLOGY
"=""0006""",PINEAPP,PINEAPPLE RESOURCES BHD,ACE MARKET,TECHNOLOGY
"=""0007""",PUC,PUC BERHAD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0007LA""",PUC-LA,PUC BERHAD - ICULS 2016/2019,LOANS,TELECOMMUNICATIONS & MEDIA
"=""0007WA""",PUC-WA,PUC BERHAD - WARRANTS A,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0007WB""",PUC-WB,PUC BERHAD - WARRANTS B 2016/2019,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0008""",WILLOW,WILLOWGLEN MSC BHD,MAIN MARKET,TECHNOLOGY
"=""0010""",IRIS,IRIS CORPORATION BHD,ACE MARKET,TECHNOLOGY
"=""0011""",BTECH,BRITE-TECH BHD,ACE MARKET,UTILITIES
"=""0012""",3A,THREE-A RESOURCES BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""0017""",M3TECH,M3 TECHNOLOGIES(ASIA)BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0017WA""",M3TECH-WA,M3 TECHNOLOGIES (ASIA) BERHAD - WARRANTS A 2016/2019,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0018""",LAMBO,LAMBO GROUP BERHAD,ACE MARKET,TECHNOLOGY
"=""0018WA""",LAMBO-WA,LAMBO GROUP BERHAD - WARRANTS A 2016/2019,ACE MARKET,TECHNOLOGY
"=""0020""",NETX,NETX HOLDINGS BHD,ACE MARKET,TECHNOLOGY
"=""0020WB""",NETX-WB,NETX HOLDINGS BERHAD - WARRANTS B 2016/2019,ACE MARKET,TECHNOLOGY
"=""0021""",GHLSYS,GHL SYSTEMS BHD,MAIN MARKET,TECHNOLOGY
"=""0022""",PARLO,PARLO BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0023""",IFCAMSC,IFCA MSC BHD,ACE MARKET,TECHNOLOGY
"=""0024""",JAG,JAG BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0024WA""",JAG-WA,JAG BERHAD-WARRANTS A 2014/2019,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0024WB""",JAG-WB,JAG BERHAD - WARRANTS 2017/2020,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0025""",YBS,YBS INTERNATIONAL BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0026""",NOVAMSC,NOVA MSC BHD,ACE MARKET,TECHNOLOGY
"=""0028""",SCOPE,SCOPE INDUSTRIES BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0028WA""",SCOPE-WA,SCOPE INDUSTRIES BHD - WARR,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0029""",DIGISTA,DIGISTAR CORPORATION BHD,MAIN MARKET,TECHNOLOGY
"=""0029WB""",DIGISTA-WB,DIGISTAR CORP BHD-WB,MAIN MARKET,TECHNOLOGY
"=""0032""",REDTONE,REDTONE INTERNATIONAL BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0032LA""",REDTONE-LA,REDTONE INTL - ICULS 2010/2020,LOANS,TELECOMMUNICATIONS & MEDIA
"=""0034""",MMAG,MMAG HOLDINGS BERHAD,ACE MARKET,TECHNOLOGY
"=""0034PA""",MMAG-PA,MMAG HOLDINGS BERHAD - ICPS A 2017/2022,ACE MARKET,TECHNOLOGY
"=""0034WB""",MMAG-WB,MMAG HOLDINGS BERHAD - WARRANTS B 2017/2022,ACE MARKET,TECHNOLOGY
"=""0035""",OPCOM,OPCOM HOLDINGS BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0036""",KGROUP,KEY ALLIANCE GROUP BERHAD,ACE MARKET,TECHNOLOGY
"=""0036WB""",KGROUP-WB,KEY ALLIANCE GROUP BERHAD-WARRANTS B 2017/2020,ACE MARKET,TECHNOLOGY
"=""0037""",RGB,RGB INTERNATIONAL BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""0038""",PTB,PLASTRADE TECHNOLOGY BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0039""",GFM,GFM SERVICES BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0040""",OPENSYS,OPENSYS (M) BHD,ACE MARKET,TECHNOLOGY
"=""0041""",PANPAGE,PANPAGES BERHAD,MAIN MARKET,TECHNOLOGY
"=""0043""",MTRONIC,METRONIC GLOBAL BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0045""",GNB,G NEPTUNE BERHAD,ACE MARKET,TECHNOLOGY
"=""0047""",PERISAI,PERISAI PETROLEUM TEKNOLOGI,MAIN MARKET,ENERGY
"=""0048""",ANCOMLB,ANCOM LOGISTICS BERHAD,ACE MARKET,TRANSPORTATION & LOGISTICS
"=""0049""",OCNCASH,OCEANCASH PACIFIC BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""0050""",SYSTECH,SYSTECH BHD,ACE MARKET,TECHNOLOGY
"=""0051""",CUSCAPI,CUSCAPI BHD,MAIN MARKET,TECHNOLOGY
"=""0053""",OSKVI,OSK VENTURES INTERNATIONAL BHD,ACE MARKET,FINANCIAL SERVICES
"=""0054""",KARYON,KARYON INDUSTRIES BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0055""",SERSOL,SERSOL BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0055WA""",SERSOL-WA,SERSOL BERHAD - WARR13/23,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0056""",GRANFLO,GRAND-FLO BERHAD,MAIN MARKET,TECHNOLOGY
"=""0058""",JCBNEXT,JCBNEXT BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0059""",ECOHLDS,ECOBUILT HOLDINGS BERHAD,MAIN MARKET,TELECOMMUNICATIONS & MEDIA
"=""0060""",VC,VORTEX CONSOLIDATED BERHAD,ACE MARKET,TECHNOLOGY
"=""0064""",EFFICEN,EFFICIENT E-SOLUTIONS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0065""",EFORCE,EXCEL FORCE MSC BHD,MAIN MARKET,TECHNOLOGY
"=""0065WA""",EFORCE-WA,EXCEL FORCE MSC BHD-WARRANT A 14/19,MAIN MARKET,TECHNOLOGY
"=""0066""",VSOLAR,VSOLAR GROUP BERHAD,ACE MARKET,TECHNOLOGY
"=""0068""",ASDION,ASDION BHD,ACE MARKET,TECHNOLOGY
"=""0068WB""",ASDION-WB,ASDION BERHAD - WARRANTS 2014/2019,ACE MARKET,TECHNOLOGY
"=""0069""",VIVOCOM,VIVOCOM INTL HOLDINGS BERHAD,ACE MARKET,TECHNOLOGY
"=""0069WC""",VIVOCOM-WC,VIVOCOM INTL HOLDINGS BERHAD - WARRANTS C 2015/2020,ACE MARKET,TECHNOLOGY
"=""0069WD""",VIVOCOM-WD,VIVOCOM INTL HOLDINGS BERHAD - WARRANTS D 2015/2020,ACE MARKET,TECHNOLOGY
"=""0069WE""",VIVOCOM-WE,VIVOCOM INTL HOLDINGS BERHAD- WARRANTS E 2018/2023,ACE MARKET,TECHNOLOGY
"=""0070""",MQTECH,MQ TECHNOLOGY BHD,ACE MARKET,TECHNOLOGY
"=""0070WA""",MQTECH-WA,MQ TECHNOLOGY BERHAD - WARRANT A 2016 /2021,ACE MARKET,TECHNOLOGY
"=""0072""",AT,AT SYSTEMATIZATION BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0072WA""",AT-WA,AT SYSTEMATIZATION BERHAD-WARRANTS 14/19,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0072WB""",AT-WB,AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0074""",GOCEAN,GREEN OCEAN CORPORATION BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0074WA""",GOCEAN-WA,GREEN OCEAN CORPORATION BHD- WARRANTS A 14/19,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0075""",MEXTER,MEXTER TECHNOLOGY BHD,ACE MARKET,TECHNOLOGY
"=""0078""",GDEX,GD EXPRESS CARRIER BHD,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""0078CN""",GDEX-CN,GDEX-CN: CW GD EXPRESS CARRIER BERHAD (AM),STRCWARR,TRANSPORTATION & LOGISTICS
"=""0078WB""",GDEX-WB,GD EXPRESS CARRIER  BERHAD- Warrants B 2015/2020,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""0079""",ORION,ORION IXL BERHAD,ACE MARKET,TECHNOLOGY
"=""0079WA""",ORION-WA,ORION IXL BERHAD - WARRANTS 2017/2022,ACE MARKET,TECHNOLOGY
"=""0080""",STRAITS,STRAITS INTER LOGISTICS BERHAD,ACE MARKET,TRANSPORTATION & LOGISTICS
"=""0080WA""",STRAITS-WA,STRAITS INTER LOGISTICS BERHAD - WARRANTS 2017/2022,ACE MARKET,TRANSPORTATION & LOGISTICS
"=""0081""",MEGASUN,MEGA SUN CITY HOLDINGS BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0081WA""",MEGASUN-WA,MEGA SUN CITY HOLDINGS BERHAD - WA 14/19,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0082""",GPACKET,GREEN PACKET BHD,MAIN MARKET,TELECOMMUNICATIONS & MEDIA
"=""0082WB""",GPACKET-WB,GREEN PACKET BERHAD - WARRANTS B 2018/2023,MAIN MARKET,TELECOMMUNICATIONS & MEDIA
"=""0083""",NOTION,NOTION VTEC BHD,MAIN MARKET,TECHNOLOGY
"=""0083WC""",NOTION-WC,NOTION VTEC BERHAD - WARRANTS C 2018/2023,MAIN MARKET,TECHNOLOGY
"=""0084""",TECFAST,TECHFAST HOLDINGS BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0085""",MLAB,MLABS SYSTEMS BHD,ACE MARKET,TECHNOLOGY
"=""0085WA""",MLAB-WA,MLABS SYSTEMS-WARRANTS 10/20,ACE MARKET,TECHNOLOGY
"=""0085WB""",MLAB-WB,MLABS SYSTEMS BERHAD - WARRANTS 2017/2020,ACE MARKET,TECHNOLOGY
"=""0086""",YGL,YGL CONVERGENCE BHD,ACE MARKET,TECHNOLOGY
"=""0089""",TEXCYCL,TEX CYCLE TECHNOLOGY (M) BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0090""",ELSOFT,ELSOFT RESEARCH BHD,MAIN MARKET,TECHNOLOGY
"=""0091""",DAYA,DAYA MATERIALS BHD,MAIN MARKET,ENERGY
"=""0092""",MTOUCHE,MTOUCHE TECHNOLOGY BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0092WB""",MTOUCHE-WB,MTOUCHE TECH BHD-WB 2010/2020,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0092WC""",MTOUCHE-WC,MTOUCHE TECHNOLOGY BERHAD - WARRANTS C 2017/2020,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0093""",SOLUTN,SOLUTION ENGINEERING HOLDINGS,ACE MARKET,TECHNOLOGY
"=""0093WA""",SOLUTN-WA,SOLUTION ENGINEERING HOLDINGS BERHAD WARRANTS A,ACE MARKET,TECHNOLOGY
"=""0094""",INIX,INIX TECHNOLOGIES HOLDINGS BHD,ACE MARKET,TECHNOLOGY
"=""0094WA""",INIX-WA,INIX TECHNOLOGIES HOLDINGS BERHAD - WARRANTS A 2015/2020,ACE MARKET,TECHNOLOGY
"=""0095""",XINGHE,XINGHE HOLDINGS BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0095WA""",XINGHE-WA,XINGHE HOLDINGS BERHAD - WARRANTS A,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0096""",NEXGRAM,NEXGRAM HOLDINGS BERHAD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0096WA""",NEXGRAM-WA,NEXGRAM HOLDINGS BERHAD - WA 12/22,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0096WB""",NEXGRAM-WB,NEXGRAM HOLDINGS BERHAD - WB 13/23,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0096WC""",NEXGRAM-WC,NEXGRAM HOLDINGS BERHAD - WARRANTS C  14/24,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0097""",VITROX,VITROX CORPORATION BHD,MAIN MARKET,TECHNOLOGY
"=""0097CL""",VITROX-CL,VITROX-CL: CW VITROX CORPORATION BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""0097CM""",VITROX-CM,VITROX-CM: CW VITROX CORPORATION BERHAD (MIBB),STRCWARR,TECHNOLOGY
"=""0098""",BAHVEST,BAHVEST RESOURCES BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0098WA""",BAHVEST-WA,BAHVEST RESOURCES BERHAD - WARRANTS A 2017/2024,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0099""",SCICOM,SCICOM (MSC) BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0100""",ESCERAM,ES CERAMICS TECHNOLOGY BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0101""",TMCLIFE,TMC LIFE SCIENCES BHD,MAIN MARKET,HEALTH CARE
"=""0101WB""",TMCLIFE-WB,TMC LIFE SCIENCES BERHAD WARRANTS B,MAIN MARKET,HEALTH CARE
"=""0102""",CONNECT,CONNECTCOUNTY HOLDINGS BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0102PA""",CONNECT-PA,CONNECTCOUNTY HOLDINGS BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2016/2021,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0102WA""",CONNECT-WA,CONNECTCOUNTY HLD BHD-WA 11/21,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0102WB""",CONNECT-WB,CONNECTCOUNTY HOLDINGS BERHAD-WARRANTS B 2016/2021,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0103""",MNC,MNC WIRELESS BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0103WA""",MNC-WA,M N C WIRELESS BERHAD - WARRANTS A 2016/2021,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0104""",GENETEC,GENETEC TECHNOLOGY BERHAD,ACE MARKET,TECHNOLOGY
"=""0105""",ASIAPLY,ASIA POLY HOLDINGS BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0105PA""",ASIAPLY-PA,ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0105WA""",ASIAPLY-WA,ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0105WB""",ASIAPLY-WB,ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0106""",REXIT,REXIT BHD,ACE MARKET,TECHNOLOGY
"=""0107""",EDUSPEC,EDUSPEC HOLDINGS BERHAD,ACE MARKET,TECHNOLOGY
"=""0108""",N2N,N2N CONNECT BHD,ACE MARKET,TECHNOLOGY
"=""0109""",SCBUILD,SC ESTATE BUILDER BERHAD,ACE MARKET,CONSTRUCTION
"=""0109WB""",SCBUILD-WB,SC ESTATE BUILDER BERHAD - WARRANTS B 2014/2019,ACE MARKET,CONSTRUCTION
"=""0111""",K1,K-ONE TECHNOLOGY BHD,ACE MARKET,TECHNOLOGY
"=""0112""",MIKROMB,MIKRO MSC BERHAD,ACE MARKET,TECHNOLOGY
"=""0113""",MMSV,MMS VENTURES BHD,MAIN MARKET,TECHNOLOGY
"=""0116""",FOCUS,FOCUS DYNAMICS GROUP BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0116WC""",FOCUS-WC,FOCUS DYNAMICS GROUP BERHAD- WARRANTS C 2014/2019,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0117""",SMRT,SMRT HOLDINGS BERHAD,ACE MARKET,TECHNOLOGY
"=""0118""",TRIVE,TRIVE PROPERTY GROUP BERHAD,MAIN MARKET,TECHNOLOGY
"=""0118WB""",TRIVE-WB,TRIVE PROPERTY GROUP BERHAD - WARRANTS 2017/2020,MAIN MARKET,TECHNOLOGY
"=""0119""",APPASIA,APPASIA BERHAD,ACE MARKET,TECHNOLOGY
"=""0119WA""",APPASIA-WA,APPASIA BERHAD - WARRANTS A,ACE MARKET,TECHNOLOGY
"=""0120""",VIS,VISDYNAMICS HOLDINGS BHD,ACE MARKET,TECHNOLOGY
"=""0120WB""",VIS-WB,VISDYNAMICS HOLDINGS BERHAD - WARRANTS B 2017/2022,ACE MARKET,TECHNOLOGY
"=""0122""",AIM,ADVANCE INFORMATION MARKETING,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0123""",PRIVA,PRIVASIA TECHNOLOGY BERHAD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0126""",MICROLN,MICROLINK SOLUTIONS BHD,ACE MARKET,TECHNOLOGY
"=""0127""",JHM,JHM CONSOLIDATION BHD,ACE MARKET,TECHNOLOGY
"=""0128""",FRONTKN,FRONTKEN CORPORATION BHD,MAIN MARKET,TECHNOLOGY
"=""0129""",SRIDGE,SILVER RIDGE HOLDINGS BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0129WA""",SRIDGE-WA,SILVER RIDGE HLDG-WARRANT13/23,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0131""",DGSB,DIVERSIFIED GATEWAY SOLUTIONS,ACE MARKET,TECHNOLOGY
"=""0132""",TDEX,TECHNODEX BHD,ACE MARKET,TECHNOLOGY
"=""0133""",SANICHI,SANICHI TECHNOLOGY BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0133WC""",SANICHI-WC,SANICHI TECHNOLOGY BERHAD - WARRANTS C 14/19,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0133WD""",SANICHI-WD,SANICHI TECHNOLOGY BERHAD - WARRANTS D 2016/2019,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0133WE""",SANICHI-WE,SANICHI TECHNOLOGY BERHAD - WARRANTS E 2018/2021,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0136""",GREENYB,GREENYIELD BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""0138""",MYEG,MY E.G. SERVICES BHD,MAIN MARKET,TECHNOLOGY
"=""013838""",MYEG-C38,MYEG-C38: CW MY E.G. SERVICES BERHAD (MIBB),STRCWARR,TECHNOLOGY
"=""013843""",MYEG-C43,MYEG-C43: CW MY E.G. SERVICES BERHAD (AM),STRCWARR,TECHNOLOGY
"=""013844""",MYEG-C44,MYEG-C44: CW MY E.G. SERVICES BERHAD (MIBB),STRCWARR,TECHNOLOGY
"=""013845""",MYEG-C45,MYEG-C45: CW MY E.G. SERVICES BERHAD (KIBB),STRCWARR,TECHNOLOGY
"=""013846""",MYEG-C46,MYEG-C46: CW MY E.G. SERVICES BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""013847""",MYEG-C47,MYEG-C47: CW MY E.G. SERVICES BERHAD (RHB),STRCWARR,TECHNOLOGY
"=""013848""",MYEG-C48,MYEG-C48: CW MY E.G. SERVICES BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""013849""",MYEG-C49,MYEG-C49: CW MY E.G. SERVICES BERHAD (KIBB),STRCWARR,TECHNOLOGY
"=""013850""",MYEG-C50,MYEG-C50: CW MY E.G. SERVICES BERHAD (MIBB),STRCWARR,TECHNOLOGY
"=""013851""",MYEG-C51,MYEG-C51: CW MY E.G. SERVICES BERHAD (RHB),STRCWARR,TECHNOLOGY
"=""013852""",MYEG-C52,MYEG-C52: CW MY E.G. SERVICES BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""013853""",MYEG-C53,MYEG-C53: CW MY E.G. SERVICES BERHAD (CIMB),STRCWARR,TECHNOLOGY
"=""013854""",MYEG-C54,MYEG-C54: CW MY E.G. SERVICES BERHAD (KIBB),STRCWARR,TECHNOLOGY
"=""013855""",MYEG-C55,MYEG-C55: CW MY E.G. SERVICES BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""0140""",STERPRO,STERLING PROGRESS BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0140WA""",STERPRO-WA,STERLING PROGRESS BERHAD - WARRANTS 2011/2021,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0141""",WINTONI,WINTONI GROUP BHD,ACE MARKET,TECHNOLOGY
"=""0141WA""",WINTONI-WA,WINTONI GROUP BERHAD-WA 14/19,ACE MARKET,TECHNOLOGY
"=""0143""",KEYASIC,KEY ASIC BHD,MAIN MARKET,TECHNOLOGY
"=""0145""",TFP,TFP SOLUTIONS BHD,ACE MARKET,TECHNOLOGY
"=""0145WA""",TFP-WA,TFP SOLUTIONS BERHAD  - WARRANTS 2014/2019,ACE MARKET,TECHNOLOGY
"=""0146""",JFTECH,JF TECHNOLOGY BHD,ACE MARKET,TECHNOLOGY
"=""0147""",INNITY,INNITY CORPORATION BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0148""",SUNZEN,SUNZEN BIOTECH BHD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0148WA""",SUNZEN-WA,SUNZEN BIOTECH BERHAD-Warrants 2014/2019,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0148WB""",SUNZEN-WB,SUNZEN BIOTECH BERHAD - WARRANTS B 2016/2021,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0149""",FIBON,FIBON BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0150""",FINTEC,FINTEC GLOBAL BERHAD,ACE MARKET,FINANCIAL SERVICES
"=""0150PA""",FINTEC-PA,FINTEC GLOBAL BERHAD - ICPS A 2017/2027,ACE MARKET,FINANCIAL SERVICES
"=""0150WA""",FINTEC-WA,FINTEC GLOBAL BERHAD - WARRANTS A 2014/2024,ACE MARKET,FINANCIAL SERVICES
"=""0150WB""",FINTEC-WB,FINTEC GLOBAL BERHAD - WARRANTS B 2017/2022,ACE MARKET,FINANCIAL SERVICES
"=""0151""",KGB,KELINGTON GROUP BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0151WA""",KGB-WA,KELINGTON GROUP BERHAD - WARRANTS A,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0152""",DGB,DGB ASIA BERHAD,ACE MARKET,TECHNOLOGY
"=""0152WB""",DGB-WB,DGB ASIA BERHAD - WARRANTS 2018/2021,ACE MARKET,TECHNOLOGY
"=""0153""",OVERSEA,OVERSEA ENTERPRISE BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0154""",EAH,EA HOLDINGS BERHAD,ACE MARKET,TECHNOLOGY
"=""0154WB""",EAH-WB,EA HOLDINGS BERHAD-WARRANTS 2014/2019,ACE MARKET,TECHNOLOGY
"=""0154WC""",EAH-WC,EA HOLDINGS BERHAD - WARRANTS 14/19,ACE MARKET,TECHNOLOGY
"=""0154WD""",EAH-WD,EA HOLDINGS BERHAD - WARRANTS D 2017/2022,ACE MARKET,TECHNOLOGY
"=""0154WE""",EAH-WE,EA HOLDINGS BERHAD - WARRANTS E 2018/2023,ACE MARKET,TECHNOLOGY
"=""0155""",MGRC,MSIAN GENOMICS RES CENTRE BHD,ACE MARKET,HEALTH CARE
"=""0156""",MPAY,MANAGEPAY SYSTEMS BERHAD,ACE MARKET,TECHNOLOGY
"=""0157""",FOCUSP,FOCUS POINT HOLDINGS BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0158""",SCC,SCC HOLDINGS BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0159""",AMEDIA,ASIA MEDIA GROUP BERHAD,MAIN MARKET,TELECOMMUNICATIONS & MEDIA
"=""0160""",HHHCORP,HIAP HUAT HOLDINGS BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0161""",SCH,SCH GROUP BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0161WA""",SCH-WA,SCH GROUP BERHAD - WARRANTS 2016/2021,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0162""",WIDAD,WIDAD GROUP BERHAD,ACE MARKET,CONSTRUCTION
"=""0162WA""",WIDAD-WA,WIDAD GROUP BERHAD - WARRANT 2018 /2023,ACE MARKET,CONSTRUCTION
"=""0163""",CAREPLS,CAREPLUS GROUP BERHAD,ACE MARKET,HEALTH CARE
"=""0165""",XOX,XOX BHD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0165WA""",XOX-WA,XOX BHD - WARRANTS A 2016/2019,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0166""",INARI,INARI AMERTRON BERHAD,MAIN MARKET,TECHNOLOGY
"=""016619""",INARI-C19,INARI-C19: CW INARI AMERTRON BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""016620""",INARI-C20,INARI-C20: CW INARI AMERTRON BERHAD (AM),STRCWARR,TECHNOLOGY
"=""016621""",INARI-C21,INARI-C21: CW INARI AMERTRON BERHAD (MIBB),STRCWARR,TECHNOLOGY
"=""016622""",INARI-C22,INARI-C22: CW INARI AMERTRON BERHAD (RHB),STRCWARR,TECHNOLOGY
"=""016623""",INARI-C23,INARI-C23: CW INARI AMERTRON BERHAD (CIMB),STRCWARR,TECHNOLOGY
"=""016624""",INARI-C24,INARI-C24: CW INARI AMERTRON BERHAD (KIBB),STRCWARR,TECHNOLOGY
"=""016625""",INARI-C25,INARI-C25: CW INARI AMERTRON BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""016626""",INARI-C26,INARI-C26: CW INARI AMERTRON BERHAD (CIMB),STRCWARR,TECHNOLOGY
"=""016627""",INARI-C27,INARI-C27: CW INARI AMERTRON BERHAD (MACQ),STRCWARR,TECHNOLOGY
"=""016628""",INARI-C28,INARI-C28: CW INARI AMERTRON BERHAD (RHB),STRCWARR,TECHNOLOGY
"=""016629""",INARI-C29,INARI-C29: CW INARI AMERTRON BERHAD (KIBB),STRCWARR,TECHNOLOGY
"=""016630""",INARI-C30,INARI-C30: CW INARI AMERTRON BERHAD (AM),STRCWARR,TECHNOLOGY
"=""0166WB""",INARI-WB,INARI AMERTRON BERHAD-WARRANTS B 15/20,MAIN MARKET,TECHNOLOGY
"=""0167""",MCLEAN,MCLEAN TECHNOLOGIES BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0167WB""",MCLEAN-WB,MCLEAN TECHNOLOGIES BERHAD-WARRANTS B 15/20,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0168""",BOILERM,BOILERMECH HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
